layout,formulation,passivation_effectiveness,wash_strength_relative,wash_duration_seconds,wash_cycles,contact_boost,p10_useful_capture,median_useful_capture,p10_target_retained,median_target_retained,p90_background_remaining,median_background_remaining,median_target_wash_survival,median_background_removal,reliable_90_fraction,protocol_cost_index,reliable_90
broad_grid_20,mixed_spacer_antifouling,0.90,0.25,5,1,0.30,0.8602,0.9662,0.8856,0.9857,0.0272,0.0171,0.9996,0.0178,0.7500,0.9275,no
broad_grid_20,mixed_spacer_antifouling,0.90,0.25,10,1,0.30,0.8599,0.9657,0.8850,0.9852,0.0270,0.0169,0.9993,0.0353,0.7500,0.9300,no
broad_grid_20,mixed_spacer_antifouling,0.90,0.50,5,1,0.30,0.8599,0.9655,0.8848,0.9851,0.0267,0.0167,0.9992,0.0512,0.7500,0.9375,no
broad_grid_20,mixed_spacer_antifouling,0.90,0.25,5,2,0.30,0.8597,0.9656,0.8850,0.9852,0.0270,0.0169,0.9993,0.0353,0.7500,0.9400,no
broad_grid_20,mixed_spacer_antifouling,0.90,0.75,5,1,0.30,0.8596,0.9651,0.8839,0.9845,0.0249,0.0162,0.9987,0.0939,0.7500,0.9475,no
broad_grid_20,mixed_spacer_antifouling,0.90,0.50,10,1,0.30,0.8593,0.9650,0.8833,0.9840,0.0246,0.0161,0.9984,0.0999,0.7500,0.9400,no
broad_grid_20,mixed_spacer_antifouling,0.90,1.00,5,1,0.30,0.8593,0.9650,0.8830,0.9838,0.0232,0.0155,0.9982,0.1428,0.7500,0.9575,no
broad_grid_20,mixed_spacer_antifouling,0.90,0.25,5,3,0.30,0.8592,0.9650,0.8843,0.9847,0.0266,0.0167,0.9989,0.0525,0.7500,0.9525,no
broad_grid_20,mixed_spacer_antifouling,0.90,0.25,20,1,0.30,0.8592,0.9650,0.8836,0.9842,0.0260,0.0165,0.9986,0.0693,0.7500,0.9350,no
broad_grid_20,mixed_spacer_antifouling,0.90,1.25,5,1,0.30,0.8591,0.9646,0.8821,0.9831,0.0215,0.0144,0.9977,0.1956,0.7500,0.9675,no
broad_grid_20,mixed_spacer_antifouling,0.90,0.25,10,2,0.30,0.8590,0.9648,0.8836,0.9842,0.0260,0.0165,0.9986,0.0693,0.7500,0.9450,no
broad_grid_20,mixed_spacer_antifouling,0.90,0.50,5,2,0.30,0.8590,0.9647,0.8833,0.9840,0.0246,0.0161,0.9984,0.0999,0.7500,0.9500,no
broad_grid_20,mixed_spacer_antifouling,0.90,0.25,5,4,0.30,0.8587,0.9645,0.8836,0.9842,0.0260,0.0165,0.9986,0.0693,0.7500,0.9650,no
broad_grid_20,mixed_spacer_antifouling,0.90,0.75,10,1,0.30,0.8587,0.9644,0.8816,0.9826,0.0220,0.0149,0.9975,0.1790,0.7500,0.9500,no
broad_grid_20,mixed_spacer_antifouling,0.90,1.50,5,1,0.30,0.8587,0.9643,0.8811,0.9823,0.0203,0.0128,0.9972,0.2508,0.7500,0.9775,no
broad_grid_20,mixed_spacer_antifouling,0.90,0.25,30,1,0.30,0.8584,0.9644,0.8823,0.9832,0.0245,0.0161,0.9979,0.1022,0.7500,0.9400,no
broad_grid_20,mixed_spacer_antifouling,0.90,1.75,5,1,0.30,0.8583,0.9639,0.8801,0.9811,0.0190,0.0118,0.9967,0.3070,0.7500,0.9875,no
broad_grid_20,mixed_spacer_antifouling,0.90,0.25,10,3,0.30,0.8582,0.9640,0.8823,0.9832,0.0245,0.0161,0.9979,0.1022,0.7500,0.9600,no
broad_grid_20,mixed_spacer_antifouling,0.90,0.75,5,2,0.30,0.8582,0.9639,0.8816,0.9826,0.0220,0.0149,0.9975,0.1790,0.7500,0.9600,no
broad_grid_20,mixed_spacer_antifouling,0.90,0.50,5,3,0.30,0.8580,0.9637,0.8819,0.9829,0.0231,0.0154,0.9976,0.1460,0.7500,0.9625,no
broad_grid_20,polyT30_PEG_passivated,0.90,0.25,5,1,0.30,0.8503,0.9492,0.8769,0.9750,0.0323,0.0244,0.9996,0.0178,0.7500,0.9275,no
broad_grid_20,polyT30_PEG_passivated,0.90,0.25,10,1,0.30,0.8498,0.9490,0.8761,0.9744,0.0315,0.0238,0.9993,0.0353,0.7500,0.9300,no
broad_grid_20,polyT30_PEG_passivated,0.90,0.50,5,1,0.30,0.8498,0.9490,0.8760,0.9743,0.0311,0.0234,0.9992,0.0512,0.7500,0.9375,no
broad_grid_20,polyT30_PEG_passivated,0.90,0.25,5,2,0.30,0.8497,0.9489,0.8761,0.9744,0.0315,0.0238,0.9993,0.0353,0.7500,0.9400,no
broad_grid_20,polyT30_PEG_passivated,0.90,0.75,5,1,0.30,0.8493,0.9488,0.8750,0.9736,0.0303,0.0229,0.9987,0.0939,0.7500,0.9475,no
broad_grid_20,polyT30_PEG_passivated,0.90,0.25,5,3,0.30,0.8491,0.9485,0.8754,0.9739,0.0311,0.0233,0.9989,0.0525,0.7500,0.9525,no
broad_grid_20,polyT30_PEG_passivated,0.90,0.25,20,1,0.30,0.8489,0.9486,0.8746,0.9734,0.0308,0.0231,0.9986,0.0693,0.7500,0.9350,no
broad_grid_20,polyT30_PEG_passivated,0.90,0.50,10,1,0.30,0.8488,0.9487,0.8743,0.9732,0.0302,0.0228,0.9984,0.0999,0.7500,0.9400,no
broad_grid_20,polyT30_PEG_passivated,0.90,1.00,5,1,0.30,0.8488,0.9487,0.8739,0.9729,0.0293,0.0217,0.9982,0.1428,0.7500,0.9575,no
broad_grid_20,polyT30_PEG_passivated,0.90,0.25,10,2,0.30,0.8487,0.9485,0.8746,0.9734,0.0308,0.0231,0.9986,0.0693,0.7500,0.9450,no
broad_grid_20,polyT30_PEG_passivated,0.90,0.50,5,2,0.30,0.8485,0.9483,0.8743,0.9732,0.0302,0.0228,0.9984,0.0999,0.7500,0.9500,no
broad_grid_20,polyT30_PEG_passivated,0.90,0.25,5,4,0.30,0.8484,0.9481,0.8746,0.9734,0.0308,0.0231,0.9986,0.0693,0.7500,0.9650,no
broad_grid_20,polyT30_PEG_passivated,0.90,1.25,5,1,0.30,0.8483,0.9486,0.8729,0.9721,0.0280,0.0195,0.9977,0.1956,0.7500,0.9675,no
broad_grid_20,polyT30_PEG_passivated,0.90,0.25,30,1,0.30,0.8479,0.9482,0.8731,0.9723,0.0301,0.0228,0.9979,0.1022,0.7500,0.9400,no
broad_grid_20,polyT30_PEG_passivated,0.90,0.75,10,1,0.30,0.8478,0.9484,0.8723,0.9718,0.0286,0.0202,0.9975,0.1790,0.7500,0.9500,no
broad_grid_20,polyT30_PEG_passivated,0.90,1.50,5,1,0.30,0.8478,0.9486,0.8717,0.9714,0.0258,0.0170,0.9972,0.2508,0.7500,0.9775,no
broad_grid_20,polyT30_PEG_passivated,0.90,0.25,10,3,0.30,0.8476,0.9479,0.8731,0.9723,0.0301,0.0228,0.9979,0.1022,0.7500,0.9600,no
broad_grid_20,polyT30_PEG_passivated,0.90,0.75,5,2,0.30,0.8474,0.9479,0.8723,0.9718,0.0286,0.0202,0.9975,0.1790,0.7500,0.9600,no
broad_grid_20,polyT30_PEG_passivated,0.90,0.50,5,3,0.30,0.8473,0.9477,0.8726,0.9720,0.0293,0.0216,0.9976,0.1460,0.7500,0.9625,no
broad_grid_20,polyT30_PEG_passivated,0.90,1.75,5,1,0.30,0.8472,0.9485,0.8706,0.9706,0.0239,0.0152,0.9967,0.3070,0.7500,0.9875,no
broad_grid_20,polyT30_standard,0.90,2.00,5,1,0.30,0.8234,0.8986,0.8498,0.9301,0.0407,0.0230,0.9961,0.3630,0.4722,0.9975,no
broad_grid_20,polyT30_standard,0.90,1.75,5,1,0.30,0.8233,0.8982,0.8508,0.9306,0.0435,0.0260,0.9967,0.3070,0.4722,0.9875,no
broad_grid_20,polyT30_standard,0.90,1.50,5,1,0.30,0.8231,0.8978,0.8518,0.9311,0.0462,0.0302,0.9972,0.2508,0.4722,0.9775,no
broad_grid_20,polyT30_standard,0.90,1.25,5,1,0.30,0.8229,0.8977,0.8527,0.9316,0.0489,0.0352,0.9977,0.1956,0.4444,0.9675,no
broad_grid_20,polyT30_standard,0.90,1.00,5,1,0.30,0.8227,0.8977,0.8537,0.9321,0.0527,0.0367,0.9982,0.1428,0.4167,0.9575,no
broad_grid_20,polyT30_standard,0.90,1.00,10,1,0.30,0.8227,0.8973,0.8505,0.9304,0.0455,0.0293,0.9965,0.2651,0.4722,0.9600,no
broad_grid_20,polyT30_standard,0.90,1.25,10,1,0.30,0.8227,0.8979,0.8487,0.9295,0.0412,0.0235,0.9955,0.3529,0.4722,0.9700,no
broad_grid_20,polyT30_standard,0.90,0.75,10,1,0.30,0.8225,0.8974,0.8523,0.9314,0.0501,0.0358,0.9975,0.1790,0.4167,0.9500,no
broad_grid_20,polyT30_standard,0.90,1.50,10,1,0.30,0.8225,0.8984,0.8470,0.9285,0.0369,0.0205,0.9944,0.4387,0.4722,0.9800,no
broad_grid_20,polyT30_standard,0.90,0.75,5,1,0.30,0.8224,0.8971,0.8546,0.9325,0.0550,0.0379,0.9987,0.0939,0.4167,0.9475,no
broad_grid_20,polyT30_standard,0.90,1.75,10,1,0.30,0.8224,0.8994,0.8456,0.9270,0.0327,0.0180,0.9933,0.5196,0.4722,0.9900,no
broad_grid_20,polyT30_standard,0.90,2.00,10,1,0.30,0.8224,0.9002,0.8441,0.9245,0.0287,0.0150,0.9922,0.5941,0.5000,1.0000,no
broad_grid_20,polyT30_standard,0.90,0.25,5,1,0.30,0.8222,0.8949,0.8561,0.9333,0.0587,0.0398,0.9996,0.0178,0.4167,0.9275,no
broad_grid_20,polyT30_standard,0.90,0.50,5,1,0.30,0.8222,0.8959,0.8554,0.9329,0.0570,0.0390,0.9992,0.0512,0.4167,0.9375,no
broad_grid_20,polyT30_standard,0.90,0.50,10,1,0.30,0.8222,0.8970,0.8540,0.9322,0.0547,0.0378,0.9984,0.0999,0.4167,0.9400,no
broad_grid_20,polyT30_standard,0.90,0.25,10,1,0.30,0.8221,0.8954,0.8555,0.9330,0.0577,0.0394,0.9993,0.0353,0.4167,0.9300,no
broad_grid_20,polyT30_standard,0.90,0.75,5,2,0.30,0.8221,0.8969,0.8523,0.9314,0.0501,0.0358,0.9975,0.1790,0.4167,0.9600,no
broad_grid_20,polyT30_standard,0.90,1.00,5,2,0.30,0.8221,0.8967,0.8505,0.9304,0.0455,0.0293,0.9965,0.2651,0.4722,0.9700,no
broad_grid_20,polyT30_standard,0.90,0.25,5,2,0.30,0.8220,0.8953,0.8555,0.9330,0.0577,0.0394,0.9993,0.0353,0.3889,0.9400,no
broad_grid_20,polyT30_standard,0.90,0.50,5,2,0.30,0.8220,0.8967,0.8540,0.9322,0.0547,0.0378,0.9984,0.0999,0.4167,0.9500,no
broad_grid_20,rigid_spacer_PEG,0.90,0.25,5,1,0.30,0.9027,0.9567,0.9243,0.9806,0.0336,0.0237,0.9996,0.0178,0.8889,0.9275,yes
broad_grid_20,rigid_spacer_PEG,0.90,0.25,10,1,0.30,0.9026,0.9561,0.9238,0.9799,0.0331,0.0234,0.9993,0.0353,0.8889,0.9300,yes
broad_grid_20,rigid_spacer_PEG,0.90,0.50,5,1,0.30,0.9025,0.9559,0.9237,0.9798,0.0323,0.0231,0.9992,0.0512,0.8889,0.9375,yes
broad_grid_20,rigid_spacer_PEG,0.90,0.25,5,2,0.30,0.9024,0.9559,0.9238,0.9799,0.0331,0.0234,0.9993,0.0353,0.8889,0.9400,yes
broad_grid_20,rigid_spacer_PEG,0.90,0.25,20,1,0.30,0.9023,0.9549,0.9227,0.9785,0.0314,0.0225,0.9986,0.0693,0.8889,0.9350,yes
broad_grid_20,rigid_spacer_PEG,0.90,0.50,10,1,0.30,0.9023,0.9549,0.9225,0.9782,0.0299,0.0216,0.9984,0.0999,0.8889,0.9400,yes
broad_grid_20,rigid_spacer_PEG,0.90,0.75,5,1,0.30,0.9023,0.9551,0.9230,0.9788,0.0301,0.0218,0.9987,0.0939,0.8889,0.9475,yes
broad_grid_20,rigid_spacer_PEG,0.90,0.25,10,2,0.30,0.9022,0.9547,0.9227,0.9785,0.0314,0.0225,0.9986,0.0693,0.8889,0.9450,yes
broad_grid_20,rigid_spacer_PEG,0.90,0.25,5,3,0.30,0.9021,0.9551,0.9232,0.9792,0.0322,0.0231,0.9989,0.0525,0.8889,0.9525,yes
broad_grid_20,rigid_spacer_PEG,0.90,1.00,5,1,0.30,0.9021,0.9549,0.9222,0.9778,0.0290,0.0203,0.9982,0.1428,0.8889,0.9575,yes
broad_grid_20,rigid_spacer_PEG,0.90,0.25,30,1,0.30,0.9020,0.9543,0.9217,0.9769,0.0298,0.0215,0.9979,0.1022,0.8889,0.9400,yes
broad_grid_20,rigid_spacer_PEG,0.90,0.50,5,2,0.30,0.9020,0.9546,0.9225,0.9782,0.0299,0.0216,0.9984,0.0999,0.8889,0.9500,yes
broad_grid_20,rigid_spacer_PEG,0.90,0.75,10,1,0.30,0.9020,0.9545,0.9211,0.9763,0.0282,0.0188,0.9975,0.1790,0.8889,0.9500,yes
broad_grid_20,rigid_spacer_PEG,0.90,1.25,5,1,0.30,0.9020,0.9547,0.9215,0.9767,0.0278,0.0180,0.9977,0.1956,0.8889,0.9675,yes
broad_grid_20,rigid_spacer_PEG,0.90,0.25,5,4,0.30,0.9019,0.9544,0.9227,0.9785,0.0314,0.0225,0.9986,0.0693,0.8889,0.9650,yes
broad_grid_20,rigid_spacer_PEG,0.90,1.50,5,1,0.30,0.9019,0.9545,0.9207,0.9758,0.0266,0.0163,0.9972,0.2508,0.8889,0.9775,yes
broad_grid_20,rigid_spacer_PEG,0.90,0.50,20,1,0.30,0.9018,0.9531,0.9201,0.9753,0.0279,0.0183,0.9968,0.1898,0.8889,0.9450,yes
broad_grid_20,rigid_spacer_PEG,0.90,1.00,10,1,0.30,0.9018,0.9531,0.9196,0.9746,0.0262,0.0160,0.9965,0.2651,0.8889,0.9600,yes
broad_grid_20,rigid_spacer_PEG,0.90,1.75,5,1,0.30,0.9018,0.9537,0.9199,0.9750,0.0253,0.0152,0.9967,0.3070,0.8889,0.9875,yes
broad_grid_20,rigid_spacer_PEG,0.90,0.25,10,3,0.30,0.9017,0.9540,0.9217,0.9769,0.0298,0.0215,0.9979,0.1022,0.8889,0.9600,yes
broad_grid_20,rigid_spacer_PEG,0.90,0.25,45,1,0.30,0.9016,0.9525,0.9201,0.9752,0.0288,0.0201,0.9968,0.1493,0.8889,0.9475,yes
broad_grid_20,rigid_spacer_PEG,0.90,0.50,30,1,0.30,0.9008,0.9515,0.9178,0.9724,0.0261,0.0160,0.9952,0.2707,0.8889,0.9500,yes
broad_grid_20,rigid_spacer_PEG,0.90,0.25,20,2,0.30,0.9016,0.9530,0.9206,0.9758,0.0292,0.0206,0.9971,0.1339,0.8889,0.9550,yes
broad_grid_20,rigid_spacer_PEG,0.90,0.25,60,1,0.30,0.9011,0.9512,0.9185,0.9730,0.0278,0.0181,0.9957,0.1939,0.8889,0.9550,yes
broad_grid_20,rigid_spacer_PEG,0.90,0.50,10,2,0.30,0.9015,0.9528,0.9201,0.9753,0.0279,0.0183,0.9968,0.1898,0.8889,0.9550,yes
broad_grid_20,rigid_spacer_PEG,0.90,0.75,20,1,0.30,0.9006,0.9515,0.9174,0.9721,0.0248,0.0143,0.9950,0.3259,0.8889,0.9550,yes
broad_grid_24,mixed_spacer_antifouling,0.90,0.50,5,1,0.30,0.9049,0.9651,0.9311,0.9861,0.0267,0.0185,0.9992,0.0512,0.8889,0.9375,yes
broad_grid_24,mixed_spacer_antifouling,0.90,0.75,5,1,0.30,0.9049,0.9645,0.9305,0.9851,0.0257,0.0174,0.9987,0.0939,0.8889,0.9475,yes
broad_grid_24,mixed_spacer_antifouling,0.90,1.00,5,1,0.30,0.9049,0.9638,0.9296,0.9839,0.0242,0.0167,0.9982,0.1428,0.8889,0.9575,yes
broad_grid_24,mixed_spacer_antifouling,0.90,1.25,5,1,0.30,0.9049,0.9630,0.9286,0.9830,0.0227,0.0156,0.9977,0.1956,0.8889,0.9675,yes
broad_grid_24,mixed_spacer_antifouling,0.90,1.50,5,1,0.30,0.9049,0.9623,0.9276,0.9820,0.0211,0.0143,0.9972,0.2508,0.8889,0.9775,yes
broad_grid_24,mixed_spacer_antifouling,0.90,0.25,10,1,0.30,0.9048,0.9651,0.9312,0.9862,0.0271,0.0191,0.9993,0.0353,0.8889,0.9300,yes
broad_grid_24,mixed_spacer_antifouling,0.90,1.75,5,1,0.30,0.9048,0.9615,0.9265,0.9809,0.0198,0.0130,0.9967,0.3070,0.8889,0.9875,yes
broad_grid_24,mixed_spacer_antifouling,0.90,0.25,5,1,0.30,0.9046,0.9653,0.9316,0.9868,0.0276,0.0197,0.9996,0.0178,0.8889,0.9275,yes
broad_grid_24,mixed_spacer_antifouling,0.90,0.25,5,2,0.30,0.9046,0.9649,0.9312,0.9862,0.0271,0.0191,0.9993,0.0353,0.8889,0.9400,yes
broad_grid_24,mixed_spacer_antifouling,0.90,0.50,10,1,0.30,0.9046,0.9641,0.9299,0.9843,0.0255,0.0173,0.9984,0.0999,0.8889,0.9400,yes
broad_grid_24,mixed_spacer_antifouling,0.90,2.00,5,1,0.30,0.9046,0.9606,0.9254,0.9801,0.0185,0.0116,0.9961,0.3630,0.8889,0.9975,yes
broad_grid_24,mixed_spacer_antifouling,0.90,0.75,10,1,0.30,0.9045,0.9627,0.9281,0.9826,0.0231,0.0160,0.9975,0.1790,0.8889,0.9500,yes
broad_grid_24,mixed_spacer_antifouling,0.90,0.25,20,1,0.30,0.9044,0.9643,0.9302,0.9847,0.0263,0.0179,0.9986,0.0693,0.8889,0.9350,yes
broad_grid_24,mixed_spacer_antifouling,0.90,0.25,5,3,0.30,0.9043,0.9645,0.9308,0.9856,0.0267,0.0185,0.9989,0.0525,0.8889,0.9525,yes
broad_grid_24,mixed_spacer_antifouling,0.90,0.50,5,2,0.30,0.9043,0.9638,0.9299,0.9843,0.0255,0.0173,0.9984,0.0999,0.8889,0.9500,yes
broad_grid_24,mixed_spacer_antifouling,0.90,0.25,10,2,0.30,0.9042,0.9641,0.9302,0.9847,0.0263,0.0179,0.9986,0.0693,0.8889,0.9450,yes
broad_grid_24,mixed_spacer_antifouling,0.90,1.00,10,1,0.30,0.9042,0.9613,0.9262,0.9806,0.0208,0.0140,0.9965,0.2651,0.8889,0.9600,yes
broad_grid_24,mixed_spacer_antifouling,0.90,0.75,5,2,0.30,0.9040,0.9622,0.9281,0.9826,0.0231,0.0160,0.9975,0.1790,0.8889,0.9600,yes
broad_grid_24,mixed_spacer_antifouling,0.90,0.25,5,4,0.30,0.9039,0.9638,0.9302,0.9847,0.0263,0.0179,0.9986,0.0693,0.8889,0.9650,yes
broad_grid_24,mixed_spacer_antifouling,0.90,0.25,30,1,0.30,0.9039,0.9631,0.9288,0.9832,0.0255,0.0173,0.9979,0.1022,0.8889,0.9400,yes
broad_grid_24,mixed_spacer_antifouling,0.90,0.50,20,1,0.30,0.9037,0.9617,0.9269,0.9811,0.0229,0.0158,0.9968,0.1898,0.8889,0.9450,yes
broad_grid_24,mixed_spacer_antifouling,0.90,0.25,45,1,0.30,0.9030,0.9614,0.9268,0.9811,0.0239,0.0166,0.9968,0.1493,0.8889,0.9475,yes
broad_grid_24,mixed_spacer_antifouling,0.90,0.50,30,1,0.30,0.9025,0.9590,0.9238,0.9784,0.0207,0.0138,0.9952,0.2707,0.8889,0.9500,yes
broad_grid_24,mixed_spacer_antifouling,0.90,0.25,20,2,0.30,0.9032,0.9618,0.9275,0.9819,0.0247,0.0168,0.9971,0.1339,0.8889,0.9550,yes
broad_grid_24,mixed_spacer_antifouling,0.90,0.25,60,1,0.30,0.9021,0.9596,0.9247,0.9795,0.0228,0.0156,0.9957,0.1939,0.8889,0.9550,yes
broad_grid_24,mixed_spacer_antifouling,0.90,0.50,10,2,0.30,0.9034,0.9613,0.9269,0.9811,0.0229,0.0158,0.9968,0.1898,0.8889,0.9550,yes
broad_grid_24,mixed_spacer_antifouling,0.90,0.75,20,1,0.30,0.9028,0.9586,0.9232,0.9775,0.0194,0.0127,0.9950,0.3259,0.8889,0.9550,yes
broad_grid_24,mixed_spacer_antifouling,0.90,0.50,45,1,0.30,0.9001,0.9560,0.9192,0.9718,0.0182,0.0112,0.9929,0.3771,0.8889,0.9575,yes
broad_grid_24,polyT30_PEG_passivated,0.90,0.25,5,1,0.30,0.6223,0.9373,0.6402,0.9677,0.0430,0.0287,0.9996,0.0178,0.7222,0.9275,no
broad_grid_24,polyT30_PEG_passivated,0.90,0.25,10,1,0.30,0.6219,0.9369,0.6396,0.9672,0.0421,0.0278,0.9993,0.0353,0.7222,0.9300,no
broad_grid_24,polyT30_PEG_passivated,0.90,0.50,5,1,0.30,0.6219,0.9368,0.6395,0.9671,0.0414,0.0270,0.9992,0.0512,0.7222,0.9375,no
broad_grid_24,polyT30_PEG_passivated,0.90,0.25,5,2,0.30,0.6218,0.9368,0.6396,0.9672,0.0421,0.0278,0.9993,0.0353,0.7222,0.9400,no
broad_grid_24,polyT30_PEG_passivated,0.90,0.75,5,1,0.30,0.6214,0.9366,0.6388,0.9661,0.0394,0.0246,0.9987,0.0939,0.7222,0.9475,no
broad_grid_24,polyT30_PEG_passivated,0.90,0.25,5,3,0.30,0.6213,0.9362,0.6391,0.9665,0.0413,0.0269,0.9989,0.0525,0.7222,0.9525,no
broad_grid_24,polyT30_PEG_passivated,0.90,0.25,20,1,0.30,0.6211,0.9362,0.6385,0.9657,0.0405,0.0257,0.9986,0.0693,0.7222,0.9350,no
broad_grid_24,polyT30_PEG_passivated,0.90,0.25,10,2,0.30,0.6210,0.9360,0.6385,0.9657,0.0405,0.0257,0.9986,0.0693,0.7222,0.9450,no
broad_grid_24,polyT30_PEG_passivated,0.90,0.50,10,1,0.30,0.6210,0.9367,0.6383,0.9655,0.0391,0.0244,0.9984,0.0999,0.7222,0.9400,no
broad_grid_24,polyT30_PEG_passivated,0.90,1.00,5,1,0.30,0.6210,0.9372,0.6380,0.9652,0.0367,0.0231,0.9982,0.1428,0.7222,0.9575,no
broad_grid_24,polyT30_PEG_passivated,0.90,0.25,5,4,0.30,0.6208,0.9357,0.6385,0.9657,0.0405,0.0257,0.9986,0.0693,0.7222,0.9650,no
broad_grid_24,polyT30_PEG_passivated,0.90,0.50,5,2,0.30,0.6208,0.9363,0.6383,0.9655,0.0391,0.0244,0.9984,0.0999,0.7222,0.9500,no
broad_grid_24,polyT30_PEG_passivated,0.90,1.25,5,1,0.30,0.6206,0.9378,0.6372,0.9644,0.0341,0.0218,0.9977,0.1956,0.7222,0.9675,no
broad_grid_24,polyT30_PEG_passivated,0.90,0.25,30,1,0.30,0.6202,0.9365,0.6374,0.9646,0.0390,0.0243,0.9979,0.1022,0.7222,0.9400,no
broad_grid_24,polyT30_PEG_passivated,0.90,0.75,10,1,0.30,0.6202,0.9377,0.6368,0.9641,0.0347,0.0222,0.9975,0.1790,0.7222,0.9500,no
broad_grid_24,polyT30_PEG_passivated,0.90,1.50,5,1,0.30,0.6201,0.9380,0.6364,0.9636,0.0328,0.0194,0.9972,0.2508,0.7222,0.9775,no
broad_grid_24,polyT30_PEG_passivated,0.90,0.25,10,3,0.30,0.6200,0.9362,0.6374,0.9646,0.0390,0.0243,0.9979,0.1022,0.7222,0.9600,no
broad_grid_24,polyT30_PEG_passivated,0.90,0.75,5,2,0.30,0.6199,0.9372,0.6368,0.9641,0.0347,0.0222,0.9975,0.1790,0.7222,0.9600,no
broad_grid_24,polyT30_PEG_passivated,0.90,0.50,5,3,0.30,0.6198,0.9366,0.6371,0.9643,0.0365,0.0230,0.9976,0.1460,0.7222,0.9625,no
broad_grid_24,polyT30_PEG_passivated,0.90,1.75,5,1,0.30,0.6196,0.9383,0.6356,0.9632,0.0314,0.0175,0.9967,0.3070,0.7222,0.9875,no
broad_grid_24,polyT30_standard,0.90,2.00,5,1,0.30,0.8199,0.9130,0.8513,0.9435,0.0467,0.0273,0.9961,0.3630,0.5833,0.9975,no
broad_grid_24,polyT30_standard,0.90,1.75,5,1,0.30,0.8193,0.9123,0.8524,0.9440,0.0499,0.0295,0.9967,0.3070,0.5833,0.9875,no
broad_grid_24,polyT30_standard,0.90,0.25,5,1,0.30,0.8192,0.9100,0.8587,0.9466,0.0651,0.0415,0.9996,0.0178,0.5833,0.9275,no
broad_grid_24,polyT30_standard,0.90,1.50,10,1,0.30,0.8191,0.9144,0.8473,0.9420,0.0423,0.0240,0.9944,0.4387,0.5833,0.9800,no
broad_grid_24,polyT30_standard,0.90,0.50,5,1,0.30,0.8190,0.9101,0.8578,0.9463,0.0636,0.0399,0.9992,0.0512,0.5833,0.9375,no
broad_grid_24,polyT30_standard,0.90,0.25,10,1,0.30,0.8189,0.9100,0.8580,0.9463,0.0642,0.0406,0.9993,0.0353,0.5833,0.9300,no
broad_grid_24,polyT30_standard,0.90,0.75,5,1,0.30,0.8189,0.9104,0.8568,0.9458,0.0615,0.0384,0.9987,0.0939,0.5833,0.9475,no
broad_grid_24,polyT30_standard,0.90,1.00,5,1,0.30,0.8189,0.9108,0.8558,0.9454,0.0581,0.0367,0.9982,0.1428,0.5833,0.9575,no
broad_grid_24,polyT30_standard,0.90,1.25,5,1,0.30,0.8189,0.9112,0.8547,0.9450,0.0555,0.0344,0.9977,0.1956,0.5833,0.9675,no
broad_grid_24,polyT30_standard,0.90,1.50,5,1,0.30,0.8189,0.9117,0.8536,0.9445,0.0528,0.0320,0.9972,0.2508,0.5833,0.9775,no
broad_grid_24,polyT30_standard,0.90,1.75,10,1,0.30,0.8189,0.9156,0.8445,0.9411,0.0382,0.0198,0.9933,0.5196,0.5833,0.9900,no
broad_grid_24,polyT30_standard,0.90,0.25,5,2,0.30,0.8188,0.9099,0.8580,0.9463,0.0642,0.0406,0.9993,0.0353,0.5833,0.9400,no
broad_grid_24,polyT30_standard,0.90,1.25,10,1,0.30,0.8188,0.9130,0.8499,0.9430,0.0473,0.0277,0.9955,0.3529,0.5833,0.9700,no
broad_grid_24,polyT30_standard,0.90,0.50,10,1,0.30,0.8186,0.9105,0.8561,0.9456,0.0609,0.0382,0.9984,0.0999,0.5833,0.9400,no
broad_grid_24,polyT30_standard,0.90,0.25,5,3,0.30,0.8184,0.9098,0.8572,0.9460,0.0636,0.0398,0.9989,0.0525,0.5833,0.9525,no
